@relation time

@attribute ST01 numeric
@attribute ST02 numeric
@attribute ST03 numeric
@attribute ST04 numeric
@attribute ST05 numeric
@attribute ST06 numeric
@attribute ST07 numeric
@attribute ST08 numeric
@attribute ST09 numeric
@attribute ST10 numeric
@attribute ST11 numeric
@attribute CT01 numeric
@attribute CT02 numeric
@attribute CT03 numeric
@attribute CT04 numeric
@attribute CT05 numeric
@attribute CT06 numeric
@attribute CT07 numeric
@attribute CT08 numeric
@attribute CT09 numeric
@attribute CT10 numeric
@attribute CT11 numeric
@attribute CT12 numeric
@attribute CT13 numeric
@attribute CT14 numeric
@attribute CT15 numeric
@attribute CT16 numeric
@attribute CT17 numeric
@attribute CT18 numeric
@attribute CT19 numeric
@attribute CT20 numeric
@attribute CT21 numeric
@attribute CT22 numeric
@attribute CT23 numeric
@attribute AT01 numeric
@attribute AT02 numeric
@attribute AT03 numeric
@attribute AT04 numeric
@attribute AT05 numeric
@attribute AT06 numeric
@attribute AT07 numeric
@attribute AT08 numeric
@attribute AT09 numeric
@attribute AT10 numeric
@attribute AT11 numeric
@attribute AT12 numeric
@attribute AT13 numeric
@attribute AT14 numeric
@attribute AT15 numeric
@attribute AT16 numeric
@attribute CB01 numeric
@attribute CB02 numeric
@attribute CB03 numeric
@attribute CB04 numeric
@attribute CB05 numeric
@attribute CB06 numeric
@attribute CB07 numeric
@attribute CB08 numeric
@attribute CB09 numeric
@attribute CB10 numeric
@attribute CB11 numeric
@attribute CB12 numeric
@attribute CB13 numeric
@attribute CB14 numeric
@attribute CB15 numeric
@attribute CB16 numeric
@attribute CB17 numeric
@attribute CB18 numeric
@attribute CB19 numeric
@attribute CB20 numeric
@attribute CB21 numeric
@attribute CB22 numeric
@attribute CB23 numeric
@attribute AB01 numeric
@attribute AB02 numeric
@attribute AB03 numeric
@attribute AB04 numeric
@attribute AB05 numeric
@attribute AB06 numeric
@attribute AB07 numeric
@attribute AB08 numeric
@attribute AB09 numeric
@attribute AB10 numeric
@attribute AB11 numeric
@attribute AB12 numeric
@attribute AB13 numeric
@attribute AB14 numeric
@attribute AB15 numeric
@attribute AB16 numeric
@attribute flag {difficult,easy}

@data
14,5,2,2,0,10,8,14,6,166,221,44,4,22,16,0,306,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,13,7,1,141,16,1,3,4,1,1,0,0,0,0,0,0,0,7,5,1,8,0.063,0.188,0.25,0.063,0.063,0,0,0,0,0,0,0,0.438,0.313,0.063,0.313,easy
14,5,2,2,0,10,8,14,6,166,221,44,4,22,16,0,306,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,13,7,1,141,16,1,3,4,1,1,0,0,0,0,0,0,0,7,5,1,8,0.063,0.188,0.25,0.063,0.063,0,0,0,0,0,0,0,0.438,0.313,0.063,0.313,easy
14,4,2,3,1,10,12,14,13,166,221,38,30,38,7,1,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,13,7,1,141,5,0,2,0,1,1,0,0,0,0,0,0,1,2,1,1,1,0,0.4,0,0.2,0.2,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0.2,easy
14,3,2,2,1,10,8,14,8,166,221,44,4,22,16,0,306,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,13,7,1,141,6,0,3,0,1,1,0,0,0,0,0,0,2,4,1,1,5,0,0.5,0,0.167,0.167,0,0,0,0,0,0,0.333,0.667,0.167,0.167,0.167,easy
14,3,2,2,1,10,8,14,8,166,221,44,4,22,16,0,306,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,13,7,1,141,6,0,3,0,1,1,0,0,0,0,0,0,2,4,1,1,5,0,0.5,0,0.167,0.167,0,0,0,0,0,0,0.333,0.667,0.167,0.167,0.167,easy
14,4,2,3,1,10,12,14,13,166,221,38,30,38,7,1,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,13,7,1,141,5,0,2,0,1,1,0,0,0,0,0,0,1,2,1,1,1,0,0.4,0,0.2,0.2,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0.2,easy
14,5,3,4,1,10,8,6,6,166,221,44,4,22,16,0,306,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,44,2,61,7,0,1124,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,easy
14,5,3,4,1,10,8,6,6,166,221,44,4,22,16,0,306,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,44,2,61,7,0,1124,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,easy
10,3,2,2,1,12,12,8,8,166,221,7,4,4,13,0,122,17,2,3,2,0,0,0,0,0,0,0,0,6,13,0,0,2,0.118,0.176,0.118,0,0,0,0,0,0,0,0,0.353,0.765,0,0,0,32,1,15,7,0,345,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,easy
16,4,2,3,1,17,14,9,4,166,221,32,1,50,6,0,643,55,4,5,9,2,0,0,2,0,0,0,0,14,19,2,1,25,0.073,0.091,0.164,0.036,0,0,0.036,0,0,0,0,0.255,0.345,0.036,0.018,0.036,21,10,51,9,0,831,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,easy
11,3,2,2,1,10,10,6,6,166,221,44,4,22,16,0,306,29,3,6,5,1,1,0,0,0,0,0,0,6,22,0,1,12,0.103,0.207,0.172,0.034,0.034,0,0,0,0,0,0,0.207,0.759,0,0.034,0,44,2,61,7,0,1124,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,easy
14,4,3,3,1,12,12,6,6,166,221,23,8,51,9,0,747,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,44,2,61,7,0,1124,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,easy
